"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,974700,950000,950000,949000,945000,939000,925000,919000,899900,899000,899000,899000,895000,899000,896000,875000,885000,875000,879000,875000,860000,859900,868250,875000,869000,877777,875000,889000,889000,898000,899000,899000,899000,930000,929000,929000,949975,948882.5,965000,987250,999000,1e+06,1049000,1039000,1050000,1058000,1075000,1099000,1099000,1100000,1100000,1145000,1139000,1125000,1100000,1100000,1145000,1146500,1150000,1150000,1150000,1189000,1195000,1200000,1225000,1246000,1235000,1249000,1250000,1250000,1269000,1278000,1298000,1299999,1299000,1295000,1299000,1299000,1299000,1300000,1320000,1350000,1375000,1390000,1399000,1399894,1399900,1399000,1399000,1439000,1449000,1425000,1450000,1495000,1498000,1500000,1556980,1550000,1550000,1535000,1500000,1519000,1525000,1549000,1549000,1549900,1549000,1549000,1559000,1575000,1550000,1549000,1549000,1500000,1500000,1499950,1545793
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,429900,429900,425000,425000,423000,425000,425000,420000,408500,414900,410000,4e+05,399900,399770,399000,399000,399000,397000,395000,395000,395000,389900,387500,389900,390000,395000,395000,399000,399000,399000,390000,389900,389900,397000,399000,395000,399000,399900,399900,405000,415000,416995,419000,410000,429000,425000,425000,429900,434900,439000,435000,429900,429000,429900,429000,425000,435000,435000,437000,429999,437000,439900,439900,439000,440000,449000,449000,449000,449900,449900,450000,459000,460000,469500,465000,469000,469000,474900,475000,475000,480000,489000,495091,499826,5e+05,499999,499000,499000,499000,499000,498000,485000,485000,490000,499000,499000,5e+05,506000,499900,5e+05,499999,499900,499500,499000,499000,499000,499900,499000,499900,5e+05,499900,499900,499000,499000,499000,495000,495000
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,345000,340000,339000,337900,339000,339000,335000,329999.5,324900,321945,320000,319000,312715,314945,319000,321995,324000,322324,320000,323950,319000,319894,315000,319900,318000,319900,322000,321968.5,320990,320000,320000,321115,324900,325000,325000,333300,335000,339000,339990,346686,349000,349900,349900,354900,360000,362850,369998,373950,379000,380000,369900,384900,388000,387089.5,389900,391990,399900,399900,399950,410135,415000,417000,415000,419900,414990,410990,410000,410000,410000,414994.5,414900,422764,419696,420695,420000,424000,422086.5,420000,419000,419990,419000,419000,419000,415000,419000,420000,420000,420000,420000,417000,415000,413995,415000,415000,415000,419000,415000,419500,419000,424900,424900,423990,421945,419888,425000,425000,425000,424900,420000,425000,425000,429000,429999,429000,427500,429000,429000
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,395000,389900,385000,385000,379000,369900,367375,355000,349900,349000,349000,349000,345000,349000,347945,345700,339900,332807,330000,328950,329900,329900,329900,335000,344000,350000,358705,355000,359900,368500,359900,363300,369000,375000,380950,385000,388500,392500,399000,399900,405000,399900,399999,399900,407000,410000,410000,418950,422181,424900,419000,419000,415000,412900,410000,409000,410000,419000,420000,425000,425000,429626,433492.5,434000,428000,429900,425500,425900,429000,436500,447000,449000,449900,459000,459000,459000,460000,459000,459900,452900,454900,460000,469900,475000,475000,479000,479000,479000,479000,476000,469970,469000,470000,478992.5,479999,489000,499000,499000,499900,499900,499900,498000,493592,496274,499000,499500,499900,499995,512000,522264,518900,519900,515000,513995,514900,510000,519900
"San Diego County","CA","San Diego-Carlsbad","06","073",5,850000,845000,815000,8e+05,809999,8e+05,799900,799000,799000,795100,795000,770000,759900,750000,748440,750000,749999,749000,745000,729000,728715,715000,715000,726300,729000,729900,739000,750000,780900,775000,780000,789000,795000,798013,799000,848000,841975,845000,845000,849900,869000,879000,898500,895000,897500,895000,895000,899000,899000,899000,895000,895000,9e+05,897950,895000,899000,909500,899000,9e+05,899900,9e+05,934199.5,939510,935000,945000,930000,929000,939000,950000,969450,959990,975000,995000,998500,1049000,999087.5,999900,999000,998012.5,999000,998000,999000,1039000,1089000,1075000,1085000,1078000,1095000,1085000,1100000,1110000,1099000,1100000,1100000,1100000,1149000,1141700,1179000,1189000,1185000,1199000,1185000,1150000,1185000,1195000,1199000,1190000,1196500,1199900,1199900,1199000,1199000,1195000,1199000,1200000,1200000,1225000
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,907900,899000,875000,869000,874900,859000,857600,850000,849900,849000,849500,848900,840000,837450,825000,799999.5,799999,799900,799995,799900,799000,799000,799900,799000,799900,8e+05,799000,819000,828000,848888,849000,849000,859000,875000,895000,899000,899000,935000,949900,975000,975000,950000,959700,958944,979000,972880,988000,993750,989000,995000,998949.5,999000,990200,988000,980495,989000,998000,1013195,1025000,1045000,1050000,1079000,1075000,1098000,1098000,1085000,1095000,1099949,1120000,1139000,1150000,1165000,1175000,1190000,1175000,1175000,1192447.5,1197250,1195000,1195000,1199000,1199999,1238000,1250000,1270497.5,1250000,1249000,1249999,1250000,1288000,1295000,1298000,1299000,1300000,1325000,1358000,1350000,1350000,1360000,1375000,1350000,1350000,1350000,1375000,1398000,1399894,1419994.5,1469000,1450000,1401332,1399900,1399000,1389000,1375000,1375000,1380000,1395000
"Kings County","NY","New York-Newark-Jersey City","36","047",7,689000,695000,690000,689999,675000,679000,680000,688000,688760,689000,699000,695000,689000,685000,695000,699000,699000,699000,699000,699000,698800,699000,699000,699000,695000,695000,695000,695000,715000,725000,699000,699000,699000,699000,7e+05,7e+05,712500,712500,750000,780000,799000,799000,765000,775000,795000,799000,799000,799000,799000,799000,8e+05,815000,829999,849000,849000,849000,859000,899000,9e+05,899000,949000,950000,960000,950000,975000,955000,950000,949000,950000,962000,950000,949000,975000,982500,995000,995000,999000,995000,995000,995000,995000,995000,995000,995000,995000,995000,990000,995000,989000,987000,985000,980000,990000,995000,995000,995000,995000,995000,989000,995000,998000,998000,991275,975000,989000,980000,985000,982418,995000,995000,999000,999000,999900,999000,995000,995000,995000
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,499000,499000,491787.5,479000,475000,469900,465000,468000,459945,459000,458828,450000,450000,459000,449000,450000,465000,465000,460000,455000,459000,470000,469000,475000,479000,475000,475000,485000,495000,485000,480000,515000,528856,469900,460000,450000,480000,481500,480000,490000,479000,485000,499000,476000,479000,480000,494194,499000,499000,499900,497500,499000,499990,499000,499000,499000,499999,515000,525000,527050,529900,534950,530000,549000,545000,549000,560000,569000,575000,570000,575000,589000,599500,610000,610000,615000,609000,624999,619000,609000,619999.5,619999.5,625000,630000,634900,650000,650000,650000,650000,650000,649999,649000,650000,649000,660000,663495,665000,669990,675000,680000,680000,685000,683490,680000,695000,695000,699000,699000,707940,7e+05,704997.5,7e+05,699000,699000,699000,699000,697205
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,379000,379000,376495,374500,375000,369000,366000,359000,349900,349000,349000,343300,342500,349000,349500,350000,354900,350000,349900,349500,340000,346950,344950,349000,349000,349950,359900,369900,370000,369000,365500,359900,360800,365000,362500,369500,369900,371824,376450,382000,383900,379900,381500,385000,385000,389900,389000,380000,379500,388344.5,390000,399900,402900,402000,414900,416000,419000,424000,419000,429000,431517,437085,445000,450000,447542,449900,442995,443900,444900,449000,450000,450000,459900,469900,475000,483000,479900,484900,489000,475000,485000,489900,487400,489000,485000,490000,499900,510000,509990,505000,499900,499000,499000,499900,499417.5,499000,510869.5,515000,524900,529000,529950,524990,515000,509900,515000,524900,519900,518841,519990,525000,539900,539900,539900,529900,520000,515000,519900
"Queens County","NY","New York-Newark-Jersey City","36","081",10,659000,650000,649999,649000,650000,652860,659000,659000,659000,659000,659000,665000,659000,659000,650000,649000,649000,649000,649000,649000,639000,636000,629000,629000,629000,629000,628000,635999.5,629000,639000,639000,639000,649000,649000,649000,649000,639000,639000,639000,659000,669500,665000,669000,659000,669000,680000,680000,678700,679000,679000,679000,699000,7e+05,704950,718000,728888,729000,719000,722000,719075,703480,698888,699000,719000,719000,725000,739000,749000,749999,760000,760000,769000,772500,779000,788944,799000,795000,799000,799000,799000,799000,799000,799000,799000,798000,799000,8e+05,848944,850000,859000,859000,860000,868000,868000,858500,850000,849999,849000,848712.5,849000,855000,860000,868295,865000,859000,850020,850000,859000,875000,875000,875000,875000,888000,889000,889888,888888,889888
